spark.executor.cores,spark.scheduler.revive.interval,runtime
1.0,744.0,169.97366000000008
4.0,921.0,169.97366000000008
4.0,827.0,169.97366000000008
4.0,887.0,169.97366000000008
3.0,985.0,169.97366000000008
2.0,626.0,169.97366000000008
2.0,658.0,169.97366000000008
1.0,751.0,169.97366000000008
2.0,723.0,169.97366000000008
2.0,969.0,169.97366000000008
