spark.executor.cores,spark.scheduler.revive.interval,runtime
2.0,548.0,171.29599000000005
1.0,584.0,171.29599000000005
3.0,697.0,171.29599000000005
3.0,659.0,171.29599000000005
2.0,889.0,171.29599000000005
1.0,654.0,171.29599000000005
2.0,653.0,171.29599000000005
2.0,648.0,171.29599000000005
3.0,716.0,171.29599000000005
3.0,521.0,171.29599000000005
