spark.scheduler.revive.interval,spark.executor.cores,runtime
662.0,4.0,187.5896111111111
505.0,4.0,187.5896111111111
615.0,4.0,187.5896111111111
667.0,4.0,187.5896111111111
683.0,4.0,187.5896111111111
563.0,4.0,180.737
626.0,4.0,187.5896111111111
567.0,4.0,180.737
568.0,4.0,180.737
662.0,4.0,187.5896111111111
