spark.executor.cores,spark.scheduler.revive.interval,runtime
2.0,548.0,169.97366000000008
1.3425664898973628,500.0,169.97366000000008
2.597684620475116,500.0,169.97366000000008
1.7510627362364066,972.2119091078073,169.97366000000008
4.0,551.1703022093693,169.97366000000008
2.6397763785417268,537.9018625054805,169.97366000000008
1.0,776.830017821819,169.97366000000008
1.6164952850175307,879.1184277793316,169.97366000000008
1.697214728965616,960.5896719489363,169.97366000000008
4.0,505.3171150575754,169.97366000000008
4.0,783.9444872470528,169.97366000000008
1.0,671.8369930366647,169.97366000000008
4.0,809.3528803221614,169.97366000000008
2.35716962798788,520.9122295472603,169.97366000000008
2.5067693717218384,512.4793102345241,169.97366000000008
1.3708502561225118,597.4577809055661,169.97366000000008
3.7943207954583995,785.2663817284908,169.97366000000008
2.718265949286122,624.063691756367,169.97366000000008
1.0,598.5188667742542,169.97366000000008
3.6820471119745335,501.68314017340776,169.97366000000008
