spark.executor.cores,spark.scheduler.revive.interval,runtime
1.0,744.0,169.97366000000008
1.494087212449647,507.0794784188371,169.97366000000008
3.9729458161683437,1000.0,169.97366000000008
1.0,613.0490420832763,169.97366000000008
3.2621780382011787,508.1638721323544,169.97366000000008
1.7512120805186568,503.15502405242626,169.97366000000008
2.9417089671739927,529.182250198627,169.97366000000008
3.8971170549900376,993.6184965944421,169.97366000000008
3.6308202422403792,898.1008925212493,169.97366000000008
3.3445526582023772,560.2546733372759,169.97366000000008
1.0,927.2006486012912,169.97366000000008
3.8184790464754514,551.4088389221694,169.97366000000008
3.4558359639673064,807.082871778393,169.97366000000008
3.429411950896781,921.5058563590824,169.97366000000008
4.0,957.0446342670898,169.97366000000008
2.5644201134030116,788.2440886085424,169.97366000000008
2.2190501856098233,536.2078332983048,169.97366000000008
1.9303840518545174,616.5140795150776,169.97366000000008
1.0,500.0,169.97366000000008
3.0235996625374595,682.1215877865471,169.97366000000008
