spark.executor.memory,spark.executor.instances,runtime
6.0,6.0,209.6479
5.718033318226684,6.0,209.6479
5.719013328072842,6.0,209.6479
5.6453654194603535,6.079457989055059,209.6479
6.391151833626596,6.4910962460974355,209.6479
6.413201188717407,6.224182347350054,209.6479
6.2890095171543425,6.271929302636885,209.6479
5.679162491126604,6.186668591639842,209.6479
5.975877798737253,6.186668591639842,209.6479
6.281944750715174,6.6807234513550275,211.21841
