spark.executor.cores,spark.scheduler.revive.interval,runtime
2.0,548.0,169.97366000000008
2.0,964.0,169.97366000000008
2.0,812.0,169.97366000000008
2.0,762.0,169.97366000000008
4.0,575.0,169.97366000000008
3.0,921.0,169.97366000000008
3.0,718.0,169.97366000000008
4.0,578.0,169.97366000000008
1.0,653.0,169.97366000000008
3.0,852.0,169.97366000000008
