spark.scheduler.revive.interval,spark.executor.cores,runtime
662.0,4.0,187.5896111111111
744.0,4.0,187.5896111111111
746.0,4.0,187.5896111111111
746.0,4.0,187.5896111111111
530.0,4.0,180.737
691.0,4.0,187.5896111111111
524.0,4.0,187.5896111111111
619.0,4.0,187.5896111111111
533.0,4.0,180.737
573.0,4.0,180.737
