spark.executor.cores,spark.scheduler.revive.interval,runtime
1.0,744.0,171.29599000000005
1.0,955.0,171.29599000000005
1.0,788.0,171.29599000000005
1.0,769.0,171.29599000000005
3.0,912.0,171.29599000000005
3.0,537.0,171.29599000000005
4.0,764.0,171.29599000000005
1.0,863.0,171.29599000000005
1.0,797.0,171.29599000000005
2.0,687.0,171.29599000000005
